system:index,AWEI,BAEI,BSI,EVI,GCI,MNDWI,NBR,NDBI,NDMI,NDSI,NDVI,NDWI,SAVI,UI,Year,.geo
"0_-588,-110",22106.551082665334,1.5503638680419665,-0.09412836284012914,1.4531883941279622,0.048424300660028285,0.19022351320586808,0.22759252887047723,-0.16413807980274475,0.16413807980274475,0.19022351320586808,-0.05598151392055558,0.043935354429773255,-0.08397363638247915,0.7314099071889665,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-588000.0,-110000.0],[-587000.0,-110000.0],[-587000.0,-109000.0],[-588000.0,-109000.0],[-588000.0,-110000.0]]]}"
"0_-587,-110",3909.829709333056,1.283296777847966,-0.11481961195948318,1.1319562168197919,0.23942787706571608,0.125560167232043,0.2708109611468909,-0.19071410166515082,0.19071410166515082,0.125560167232043,0.037104893772160315,-0.05343913108282463,0.055654373246971645,0.6865529257459894,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-587000.0,-110000.0],[-586000.0,-110000.0],[-586000.0,-109000.0],[-587000.0,-109000.0],[-587000.0,-110000.0]]]}"
"0_-586,-110",7091.943330019679,1.3007536514364602,-0.12122454096953963,0.4988588180962438,0.23782182742880809,0.1371968741308315,0.28870566860561686,-0.19247303524953288,0.19247303524953288,0.1371968741308315,0.03384407209851642,-0.04377311381256732,0.05076329313880637,0.6834575192218323,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-586000.0,-110000.0],[-585000.0,-110000.0],[-585000.0,-109000.0],[-586000.0,-109000.0],[-586000.0,-110000.0]]]}"
"0_-585,-110",-8243.139815504472,1.1554952946842507,-0.10269038847641028,3.16052188516386,0.24704429176044088,0.09440298995341483,0.2619576262688038,-0.1718770462148567,0.1718770462148567,0.09440298995341483,0.07047719131645512,-0.07005233296991473,0.10571289203479725,0.7123499986919518,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-585000.0,-110000.0],[-584000.0,-110000.0],[-584000.0,-109000.0],[-585000.0,-109000.0],[-585000.0,-110000.0]]]}"
"0_-584,-110",1001.0193631221408,1.3064219147165055,-0.07738600968506774,1.6513667633808478,0.1398441990331177,0.13356006617625557,0.26244328398177064,-0.15640343841642065,0.15640343841642065,0.13356006617625557,0.008980063530425044,-0.015091498461818481,0.01346835167130047,0.7410701875294537,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-584000.0,-110000.0],[-583000.0,-110000.0],[-583000.0,-109000.0],[-584000.0,-109000.0],[-584000.0,-110000.0]]]}"
"0_-583,-110",-18083.950492760814,1.0389913987986044,-0.11348534624584802,1.4267227772198665,0.40545802209732,0.050693913266017306,0.2795530321560843,-0.18118163863238,0.18118163863238,0.050693913266017306,0.12645895757041528,-0.12392705784282222,0.18968452548490583,0.7003625438786745,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-583000.0,-110000.0],[-582000.0,-110000.0],[-582000.0,-109000.0],[-583000.0,-109000.0],[-583000.0,-110000.0]]]}"
"0_-582,-110",-31355.666401534876,0.9262518816187353,-0.118655112472756,1.2413135844113403,0.4120096056913551,0.017159315640898603,0.25360811313535214,-0.17060596797699348,0.17060596797699348,0.017159315640898603,0.1488081205799213,-0.15045606727456504,0.22320814152004692,0.7107220522834252,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-582000.0,-110000.0],[-581000.0,-110000.0],[-581000.0,-109000.0],[-582000.0,-109000.0],[-582000.0,-110000.0]]]}"
"0_-581,-110",-18883.095563296774,1.09629667060961,-0.11152734280116423,1.6044291329941882,0.2606616890429989,0.06633251257521079,0.25649559029202906,-0.1519706602805238,0.1519706602805238,0.06633251257521079,0.07366219841147305,-0.08141797831469348,0.11049051798239093,0.7446998625974071,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-581000.0,-110000.0],[-580000.0,-110000.0],[-580000.0,-109000.0],[-581000.0,-109000.0],[-581000.0,-110000.0]]]}"
"0_-588,-109",5670.693865540342,1.4004366490531563,-0.07986045755482633,-6.860416726768243,0.030277684164566956,0.14797688551155466,0.18894741404202958,-0.1349322729612362,0.1349322729612362,0.14797688551155466,-0.03932821238561512,0.023615677787987035,-0.058993390047027944,0.7754261691016955,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-588000.0,-109000.0],[-587000.0,-109000.0],[-587000.0,-108000.0],[-588000.0,-108000.0],[-588000.0,-109000.0]]]}"
"0_-587,-109",9680.495869012511,1.3536984599416702,-0.10070800648897728,3.8690697804694856,0.25374300829290664,0.13233229982294778,0.2849167331303622,-0.19269817258999772,0.19269817258999772,0.13233229982294778,0.034344228459544275,-0.044464320971591774,0.05151322039507118,0.684671081968329,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-587000.0,-109000.0],[-586000.0,-109000.0],[-586000.0,-108000.0],[-587000.0,-108000.0],[-587000.0,-109000.0]]]}"
"0_-586,-109",-18069.704698322545,1.0751832056456245,-0.1366665709719688,0.6633173410511372,0.45217800724523116,0.04479750105201311,0.2869280770640895,-0.19769237461350733,0.19769237461350733,0.04479750105201311,0.11468486336215045,-0.1454468132514038,0.17202301161143307,0.6734758525463248,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-586000.0,-109000.0],[-585000.0,-109000.0],[-585000.0,-108000.0],[-586000.0,-108000.0],[-586000.0,-109000.0]]]}"
"0_-585,-109",-16196.348988495292,1.0869843794175345,-0.11052741459604985,0.029116148598946845,0.3003174704197191,0.06863299150129674,0.25853115646061037,-0.17255003938758864,0.17255003938758864,0.06863299150129674,0.09747860355356511,-0.09813548752630637,0.14621465379479479,0.7097850212578466,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-585000.0,-109000.0],[-584000.0,-109000.0],[-584000.0,-108000.0],[-585000.0,-108000.0],[-585000.0,-109000.0]]]}"
"0_-584,-109",-3469.494755235309,1.2131430793008342,-0.08879745448953301,4.548449252164192,0.2428775889578482,0.10618352315805242,0.27411623896102155,-0.17433627333985785,0.17433627333985785,0.10618352315805242,0.06217071696816623,-0.05928726194558756,0.09325332295681794,0.710404739838183,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-584000.0,-109000.0],[-583000.0,-109000.0],[-583000.0,-108000.0],[-584000.0,-108000.0],[-584000.0,-109000.0]]]}"
"0_-583,-109",-11518.911138521917,1.1214614168485,-0.09736596342564821,1.3169061847227317,0.3542660080219156,0.07022987832678892,0.27328615682081553,-0.1798246874073004,0.1798246874073004,0.07022987832678892,0.1049684341624674,-0.10090625360336229,0.1574491356271537,0.6981714379292445,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-583000.0,-109000.0],[-582000.0,-109000.0],[-582000.0,-108000.0],[-583000.0,-108000.0],[-583000.0,-109000.0]]]}"
"0_-582,-109",-9448.325550106914,1.2121249131384533,-0.10180923690216878,1.3499807825525427,0.2494418377781704,0.08263608305337042,0.24304444234688155,-0.1578771258781219,0.1578771258781219,0.08263608305337042,0.04678030136028701,-0.06716221120193411,0.07016772711994582,0.7299731230752705,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-582000.0,-109000.0],[-581000.0,-109000.0],[-581000.0,-108000.0],[-582000.0,-108000.0],[-582000.0,-109000.0]]]}"
"0_-581,-109",-5804.319706427641,1.2469711243821455,-0.11748557011114091,3.28530455063819,0.15784329046985332,0.11344475790435667,0.2540660768240316,-0.15438540272240242,0.15438540272240242,0.11344475790435667,0.01667712581270043,-0.03415726165123448,0.025013910357253522,0.7362841231006567,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-581000.0,-109000.0],[-580000.0,-109000.0],[-580000.0,-108000.0],[-581000.0,-108000.0],[-581000.0,-109000.0]]]}"
"0_-588,-108",-3553.5435518415306,1.2014579584241274,-0.11738169036625241,2.8994061674289306,0.1898032329493031,0.10066044399768204,0.22537646870058392,-0.15783416423088933,0.15783416423088933,0.10066044399768204,0.04496320939814374,-0.048584053934891264,0.06744191750603278,0.7384286101634322,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-588000.0,-108000.0],[-587000.0,-108000.0],[-587000.0,-107000.0],[-588000.0,-107000.0],[-588000.0,-108000.0]]]}"
"0_-587,-108",-9646.244245004435,1.1665733834368912,-0.12468197541138043,3.545115204960115,0.42566914607967454,0.06343624500617714,0.2916966093286223,-0.1968143990202268,0.1968143990202268,0.06343624500617714,0.09879146531515065,-0.12169603236663817,0.148183036187718,0.6753646062913865,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-587000.0,-108000.0],[-586000.0,-108000.0],[-586000.0,-107000.0],[-587000.0,-107000.0],[-587000.0,-108000.0]]]}"
"0_-586,-108",-22585.140144569912,1.0900555570844503,-0.10091698166431774,1.494170506431089,0.38300822709939353,0.04334205707024013,0.2638860708639659,-0.17563113684359033,0.17563113684359033,0.04334205707024013,0.08862195657601715,-0.12709211997793715,0.1329294010232293,0.7083664968134775,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-586000.0,-108000.0],[-585000.0,-108000.0],[-585000.0,-107000.0],[-586000.0,-107000.0],[-586000.0,-108000.0]]]}"
"0_-585,-108",-25125.858073250183,1.0264419667456193,-0.11043364024724661,1.63028282720539,0.3331848864181262,0.043830599181320574,0.24819971451324885,-0.16346147318697196,0.16346147318697196,0.043830599181320574,0.10358569714349182,-0.11652165859245694,0.15537532028219364,0.7254674909729883,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-585000.0,-108000.0],[-584000.0,-108000.0],[-584000.0,-107000.0],[-585000.0,-107000.0],[-585000.0,-108000.0]]]}"
"0_-584,-108",-27702.323358208367,0.9512115025754335,-0.0995608709643448,5.243001342258813,0.3655727559138313,0.03096067985194185,0.25527468718063046,-0.16669260135154337,0.16669260135154337,0.03096067985194185,0.13676113139430077,-0.13311934136685805,0.20513801704118667,0.7180531766675401,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-584000.0,-108000.0],[-583000.0,-108000.0],[-583000.0,-107000.0],[-584000.0,-107000.0],[-584000.0,-108000.0]]]}"
"0_-583,-108",-22848.55058372691,1.0568235722311197,-0.08303305616323822,0.816072097564006,0.2246307868408931,0.0560451738399213,0.229192782107052,-0.13496917993853294,0.13496917993853294,0.0560451738399213,0.07122252085672959,-0.07649085495002707,0.10683135502741516,0.7703070729264087,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-583000.0,-108000.0],[-582000.0,-108000.0],[-582000.0,-107000.0],[-583000.0,-107000.0],[-583000.0,-108000.0]]]}"
"0_-582,-108",-9003.122047278704,1.2464549342718858,-0.09885377686077204,2.748250147900201,0.19017958689667522,0.09290654919997761,0.23945775354030974,-0.14500089894030738,0.14500089894030738,0.09290654919997761,0.02533884573189376,-0.04433248337146406,0.03800612394980243,0.7518745976930938,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-582000.0,-108000.0],[-581000.0,-108000.0],[-581000.0,-107000.0],[-582000.0,-107000.0],[-582000.0,-108000.0]]]}"
"0_-581,-108",-18203.88341608814,1.093804096328707,-0.11329072739335157,1.2960998022494665,0.302621088481562,0.05759705121721037,0.25861679688214223,-0.15861104196311632,0.15861104196311632,0.05759705121721037,0.0827606045858611,-0.09511674328437245,0.12413792178562419,0.7297057360941597,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-581000.0,-108000.0],[-580000.0,-108000.0],[-580000.0,-107000.0],[-581000.0,-107000.0],[-581000.0,-108000.0]]]}"
"0_-588,-107",-14236.6651882996,1.159434095801685,-0.10328422721364312,-0.7717707943589174,0.1491388069364025,0.08861024500080847,0.19969566559727117,-0.13007112023954753,0.13007112023954753,0.08861024500080847,0.02446194321408991,-0.03797753232544222,0.036690808403640585,0.7903760534638772,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-588000.0,-107000.0],[-587000.0,-107000.0],[-587000.0,-106000.0],[-588000.0,-106000.0],[-588000.0,-107000.0]]]}"
"0_-587,-107",-26188.59686811649,1.0012819969102844,-0.11448276576463501,1.4880897074278716,0.44988636181154673,0.03214194688862463,0.26843833182093346,-0.19312223493213274,0.19312223493213274,0.03214194688862463,0.12687464098804827,-0.15747587358417592,0.1903076043385834,0.684620505398579,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-587000.0,-107000.0],[-586000.0,-107000.0],[-586000.0,-106000.0],[-587000.0,-106000.0],[-587000.0,-107000.0]]]}"
"0_-586,-107",-8728.19383918563,1.1641281747967438,-0.10197219598176155,3.180874981404001,0.29673439951271635,0.09333652025163945,0.2732555838594056,-0.18710756655824157,0.18710756655824157,0.09333652025163945,0.07648177349763537,-0.08493587257380371,0.11471956166556885,0.6933428164450798,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-586000.0,-107000.0],[-585000.0,-107000.0],[-585000.0,-106000.0],[-586000.0,-106000.0],[-586000.0,-107000.0]]]}"
"0_-585,-107",-25326.15659338436,1.0244396984608597,-0.11022251423682895,1.191142328777668,0.3149476283613587,0.052730814523216075,0.25654717147743017,-0.1688116498531676,0.1688116498531676,0.052730814523216075,0.10028775911038613,-0.11318706349411192,0.15042858302871834,0.7193075452484313,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-585000.0,-107000.0],[-584000.0,-107000.0],[-584000.0,-106000.0],[-585000.0,-106000.0],[-585000.0,-107000.0]]]}"
"0_-584,-107",-33645.214244940034,0.8807703687131052,-0.10937083338188115,9.193329262500187,0.40041262676609857,0.023016373619490525,0.2557970061835078,-0.17887662476759553,0.17887662476759553,0.023016373619490525,0.16093424369727383,-0.15519110843321457,0.2413974322436746,0.7003301221106941,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-584000.0,-107000.0],[-583000.0,-107000.0],[-583000.0,-106000.0],[-584000.0,-106000.0],[-584000.0,-107000.0]]]}"
"0_-583,-107",-27502.505498152503,0.9811321747943321,-0.10164946145052396,-2.026530290633287,0.33622218062725195,0.03008375635544357,0.24226249937626135,-0.15138137588845524,0.15138137588845524,0.03008375635544357,0.1180982668775876,-0.1186004810665098,0.17714404697824282,0.7399914292573245,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-583000.0,-107000.0],[-582000.0,-107000.0],[-582000.0,-106000.0],[-583000.0,-106000.0],[-583000.0,-107000.0]]]}"
"0_-582,-107",-31033.110959270154,0.9722544436171273,-0.10735122093270424,4.820984645987002,0.39445331591452326,0.009364913590933038,0.2518169526978353,-0.1483361954681388,0.1483361954681388,0.009364913590933038,0.12787830283290635,-0.1348499854243196,0.19181385875666151,0.7452811836462585,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-582000.0,-107000.0],[-581000.0,-107000.0],[-581000.0,-106000.0],[-582000.0,-106000.0],[-582000.0,-107000.0]]]}"
"0_-581,-107",-33387.28540563729,0.9429893531927227,-0.11447274563680818,3.0761292041824584,0.42112967007522134,-0.005654823012260618,0.24797293747082413,-0.14710573989039577,0.14710573989039577,-0.005654823012260618,0.13429925623474054,-0.14906958559454497,0.20144496063696046,0.746924688518625,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-581000.0,-107000.0],[-580000.0,-107000.0],[-580000.0,-106000.0],[-581000.0,-106000.0],[-581000.0,-107000.0]]]}"
"0_-588,-106",-16780.64940969367,1.1285322643802496,-0.0892341856745038,0.5593180870465876,0.14765490144304072,0.08077679346378468,0.17880768469274166,-0.1297052274618049,0.1297052274618049,0.08077679346378468,0.036416499221440336,-0.04608136540278837,0.05462265292365265,0.7801348188134036,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-588000.0,-106000.0],[-587000.0,-106000.0],[-587000.0,-105000.0],[-588000.0,-105000.0],[-588000.0,-106000.0]]]}"
"0_-587,-106",-23957.999144661884,1.0019907952228015,-0.12146376679895257,4.0357608833738094,0.37878820125697343,0.042094478781800795,0.2447938413502088,-0.18046825716670303,0.18046825716670303,0.042094478781800795,0.1181228469997427,-0.13562548488887452,0.17718012907973318,0.7002132374624769,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-587000.0,-106000.0],[-586000.0,-106000.0],[-586000.0,-105000.0],[-587000.0,-105000.0],[-587000.0,-106000.0]]]}"
"0_-586,-106",-27241.540435767656,0.9212760419605329,-0.13614834987801214,-1.6556562486020783,0.3768839131093833,0.042890922656950006,0.25414622987385505,-0.18659241676634084,0.18659241676634084,0.042890922656950006,0.14757086947241563,-0.1427044197319078,0.2213523001320999,0.6903407454375045,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-586000.0,-106000.0],[-585000.0,-106000.0],[-585000.0,-105000.0],[-586000.0,-105000.0],[-586000.0,-106000.0]]]}"
"0_-585,-106",-24295.487447413718,1.030708883805419,-0.10505480084087168,-1.121684799685561,0.253141863209689,0.06022975560628511,0.2323739612147506,-0.154510816720036,0.154510816720036,0.06022975560628511,0.08644769936101745,-0.0931447352161698,0.12966875488276905,0.7407314785630261,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-585000.0,-106000.0],[-584000.0,-106000.0],[-584000.0,-105000.0],[-585000.0,-105000.0],[-585000.0,-106000.0]]]}"
"0_-584,-106",-25037.748479519578,1.0002028211522072,-0.09961318823812501,-5.081076366144661,0.3285750914521284,0.05548947114788051,0.2628869817499705,-0.17406749777447394,0.17406749777447394,0.05548947114788051,0.11679041219268496,-0.11586652839347038,0.17518247203559187,0.7088364854226294,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-584000.0,-106000.0],[-583000.0,-106000.0],[-583000.0,-105000.0],[-584000.0,-105000.0],[-584000.0,-106000.0]]]}"
"0_-583,-106",-24231.026330039567,0.9909552452225321,-0.11415153058605543,7.838893698760004,0.3763085819838828,0.040973334095085405,0.2592651552593707,-0.17339997543911534,0.17339997543911534,0.040973334095085405,0.12753409872760524,-0.1291360813916851,0.19129737513336653,0.7085425355782649,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-583000.0,-106000.0],[-582000.0,-106000.0],[-582000.0,-105000.0],[-583000.0,-105000.0],[-583000.0,-106000.0]]]}"
"0_-582,-106",-18803.200098624093,1.042957046386608,-0.10354621248055262,11.424662998301871,0.43894142394421015,0.029666828014551883,0.2677234148244302,-0.1752501773984768,0.1752501773984768,0.029666828014551883,0.13701920148778363,-0.13696304359506617,0.2055243814126407,0.7046053517429453,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-582000.0,-106000.0],[-581000.0,-106000.0],[-581000.0,-105000.0],[-582000.0,-105000.0],[-582000.0,-106000.0]]]}"
"0_-581,-106",-11684.815464500807,1.11248297060584,-0.08921006706968436,2.6774871532940527,0.3856871323081831,0.04858442669203452,0.26605065661645694,-0.16516123608536887,0.16516123608536887,0.04858442669203452,0.10873331919235639,-0.1060753410478291,0.16309604617919565,0.7194711981676603,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-581000.0,-106000.0],[-580000.0,-106000.0],[-580000.0,-105000.0],[-581000.0,-105000.0],[-581000.0,-106000.0]]]}"
"0_-588,-105",-7197.8324699944305,1.2020123724789957,-0.1001711054959109,2.3778717087374224,0.206696273196272,0.10074847901986331,0.22723563735665073,-0.15706978654468332,0.15706978654468332,0.10074847901986331,0.044718032659968356,-0.05020827222165586,0.0670741584977084,0.7373792577357763,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-588000.0,-105000.0],[-587000.0,-105000.0],[-587000.0,-104000.0],[-588000.0,-104000.0],[-588000.0,-105000.0]]]}"
"0_-587,-105",-26867.08571422452,0.9328444724336798,-0.13814970917094802,0.797008354810474,0.40519424510935464,0.040276103804934724,0.25259044414577575,-0.18813709664744377,0.18813709664744377,0.040276103804934724,0.14728432624006743,-0.14599384755362746,0.22092220329319912,0.6888921864597765,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32654""}},""type"":""Polygon"",""coordinates"":[[[-587000.0,-105000.0],[-586000.0,-105000.0],[-586000.0,-104000.0],[-587000.0,-104000.0],[-587000.0,-105000.0]]]}"
