system:index,AWEI,BAEI,BSI,EVI,GCI,MNDWI,NBR,NDBI,NDMI,NDSI,NDVI,NDWI,SAVI,UI,Year,.geo
"0_-776,2705",-46137.60149190919,0.6570705832002423,-0.07811060968805085,-13.780633233985714,0.7178009013498895,-0.12903504239048946,0.2567926719970839,-0.13561900112119307,0.13561900112119307,-0.12903504239048946,0.2770117131239053,-0.26023322310651464,0.4155099402362081,0.7650716216064709,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.777586284215709,6.196354251035429],[-1.7752955802412043,6.196354251035429],[-1.7752955802412043,6.198644955009934],[-1.777586284215709,6.198644955009934],[-1.777586284215709,6.196354251035429]]]}"
"0_-775,2705",-49225.57302074281,0.6160090598629723,-0.08732626967853843,3.157211623747775,0.8524098557450012,-0.15691340662462944,0.2822780961042948,-0.14165921257824987,0.14165921257824987,-0.15691340662462944,0.31288824848940733,-0.29094714921074616,0.46932424602462547,0.7541402885730787,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.7752955802412043,6.196354251035429],[-1.7730048762666994,6.196354251035429],[-1.7730048762666994,6.198644955009934],[-1.7752955802412043,6.198644955009934],[-1.7752955802412043,6.196354251035429]]]}"
"0_-774,2705",-47484.71203708731,0.6261933569891053,-0.09047695493700222,3.6079044234436872,0.8533168309647344,-0.14934184195855704,0.2794403323942518,-0.14588934629322145,0.14588934629322145,-0.14934184195855704,0.3086144274390334,-0.2872072860718317,0.4629135471076675,0.7478979460759123,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.7730048762666994,6.196354251035429],[-1.7707141722921946,6.196354251035429],[-1.7707141722921946,6.198644955009934],[-1.7730048762666994,6.198644955009934],[-1.7730048762666994,6.196354251035429]]]}"
"0_-773,2705",-48449.4635672332,0.6160257880088041,-0.0960138928036745,0.9752716500372591,0.884654724027,-0.15130424806257492,0.288161375694184,-0.15371649806953308,0.15371649806953308,-0.15130424806257492,0.318909770923203,-0.2966039427155572,0.47835643567014946,0.736144076353125,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.7707141722921946,6.196354251035429],[-1.7684234683176898,6.196354251035429],[-1.7684234683176898,6.198644955009934],[-1.7707141722921946,6.198644955009934],[-1.7707141722921946,6.196354251035429]]]}"
"0_-772,2705",-44609.0521620692,0.6482511485896868,-0.09510043740222353,3.3983743362326724,0.7778893894638111,-0.1234385955505895,0.2756497904789398,-0.15796065919560828,0.15796065919560828,-0.1234385955505895,0.29274860245671663,-0.27543191585793353,0.43911496515240594,0.7285941471479229,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.7684234683176898,6.196354251035429],[-1.7661327643431852,6.196354251035429],[-1.7661327643431852,6.198644955009934],[-1.7684234683176898,6.198644955009934],[-1.7684234683176898,6.196354251035429]]]}"
"0_-771,2705",-53181.54335360555,0.6284479655318939,-0.084589400211977,4.074394702502765,0.8107171087427879,-0.1459598794193545,0.27326291809902303,-0.14531386024047568,0.14531386024047568,-0.1459598794193545,0.29877580439171825,-0.2849618560633744,0.4481564935569278,0.7493350949724221,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.7661327643431852,6.196354251035429],[-1.7638420603686804,6.196354251035429],[-1.7638420603686804,6.198644955009934],[-1.7661327643431852,6.198644955009934],[-1.7661327643431852,6.196354251035429]]]}"
"0_-770,2705",-54981.91277150303,0.5683336776594665,-0.1008174138839116,4.160349069804456,1.0258019112154102,-0.18369551179938656,0.30948649739424205,-0.1594566006648745,0.1594566006648745,-0.18369551179938656,0.3540606089907299,-0.33229699603190477,0.5310824062961844,0.7284122378922202,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.7638420603686804,6.196354251035429],[-1.7615513563941756,6.196354251035429],[-1.7615513563941756,6.198644955009934],[-1.7638420603686804,6.198644955009934],[-1.7638420603686804,6.196354251035429]]]}"
"0_-769,2705",-50297.27740958948,0.5787049063249166,-0.10395484516918205,4.154819713262998,1.0100171370520785,-0.1742580166138339,0.30766868275014936,-0.16359701194475967,0.16359701194475967,-0.1742580166138339,0.34985291211502534,-0.32736071320388177,0.5247704022550764,0.7215588711053261,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.7615513563941756,6.196354251035429],[-1.7592606524196708,6.196354251035429],[-1.7592606524196708,6.198644955009934],[-1.7615513563941756,6.198644955009934],[-1.7615513563941756,6.196354251035429]]]}"
"0_-768,2705",-47270.21346655082,0.6114100885005435,-0.10096434628098173,3.6090076349874374,0.9212228872988866,-0.15178090271351455,0.29252924057343516,-0.1607359402168131,0.1607359402168131,-0.15178090271351455,0.32624379312579105,-0.3032880615569217,0.4893571478188623,0.7254570707270986,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.7592606524196708,6.196354251035429],[-1.756969948445166,6.196354251035429],[-1.756969948445166,6.198644955009934],[-1.7592606524196708,6.198644955009934],[-1.7592606524196708,6.196354251035429]]]}"
"0_-767,2705",-45387.74567970784,0.6314508320745905,-0.09534510410937773,3.1016700995207223,0.8525873852697896,-0.14121452734913256,0.2792596227111542,-0.15436581750323491,0.15436581750323491,-0.14121452734913256,0.30823191559892127,-0.28791404350925326,0.4623395231752051,0.7342740186076646,2000.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[-1.756969948445166,6.196354251035429],[-1.7546792444706611,6.196354251035429],[-1.7546792444706611,6.198644955009934],[-1.756969948445166,6.198644955009934],[-1.756969948445166,6.196354251035429]]]}"
