,actual,predicted
684,0.29457793,0.33366796
685,0.32337937,0.32812673
686,0.3183462,0.3378557
687,0.29631105,0.32328573
688,0.025869315,0.0767083
689,0.009501803,0.0282917
690,0.1651138,0.20188795
691,0.23683672,0.2476483
692,0.22624293,0.24967764
693,0.26545435,0.2611182
694,0.30054402,0.3026928
695,0.31517878,0.28505474
696,0.32164544,0.28802872
697,0.27878,0.2636513
698,0.2834646,0.31469268
699,0.30343083,0.3364764
700,0.3184772,0.33598632
701,0.31092983,0.3092469
702,0.33267298,0.3327594
703,0.30044767,0.3070169
704,0.011628181,0.00318137
705,0.08488418,0.08282701
706,0.11687114,0.09900412
707,0.11334257,0.103902124
708,0.25599313,0.22362652
709,0.28591973,0.2526011
710,0.23021021,0.22689588
711,0.22752836,0.20100628
712,0.30365303,0.2571832
713,0.30874538,0.3119182
714,0.27043217,0.2794758
715,0.22994831,0.25974858
716,0.24777164,0.3260079
717,0.28252587,0.30883348
718,0.3202899,0.32076657
719,0.33260643,0.3223871
