,actual,predicted
0,0.30290952,0.31406426
1,0.31620792,0.2988317
2,0.27766937,0.3147539
3,0.26127666,0.30688643
4,0.29635662,0.32023764
5,0.3158411,0.31776744
6,0.27158976,0.31901526
7,0.30307272,0.31987894
8,0.30906627,0.32517242
9,0.28020042,0.32294697
10,0.26561922,0.31075716
11,0.27877104,0.31609684
12,0.30654508,0.3216412
13,0.30428946,0.3196656
14,0.3137548,0.32121277
15,0.3209389,0.3166101
16,0.30748257,0.3160857
17,0.27009976,0.3022855
18,0.26664537,0.3154077
19,0.2725863,0.3193828
20,0.28044,0.31476784
21,0.32137045,0.31602192
22,0.3180188,0.3246205
23,0.32530302,0.32509917
24,0.332458,0.3270313
25,0.31798348,0.32681054
26,0.32009852,0.3255971
27,0.2953863,0.32379866
28,0.29556045,0.32227135
29,0.31889668,0.3225088
30,0.2951281,0.31596738
31,0.30080336,0.32248342
32,0.27999285,0.2842939
33,0.26128426,0.30978286
34,0.29262727,0.31754124
35,0.27561593,0.31550074
36,0.2913988,0.30911887
37,0.31822628,0.32167566
38,0.31251526,0.30996174
39,0.3409601,0.32347852
40,0.29961634,0.32160103
41,0.28357613,0.3260522
42,0.2994088,0.32456768
43,0.3133647,0.3272817
44,0.33253402,0.3260066
45,0.27687714,0.3204863
46,0.29694802,0.31465274
47,0.268704,0.29521966
48,0.25136867,0.3017714
49,0.2632971,0.31307834
50,0.27421474,0.31288743
51,0.31530306,0.31146324
52,0.3188991,0.30888748
53,0.32366458,0.31834555
54,0.31459707,0.3165239
55,0.30066967,0.32566833
56,0.29109392,0.32383382
57,0.31882396,0.32825077
58,0.3269915,0.32719696
59,0.3149677,0.32670176
60,0.28543252,0.31602407
61,0.28547123,0.3189174
62,0.27081108,0.31773692
63,0.28361082,0.3230281
64,0.27004284,0.3175606
65,0.2897941,0.32423258
66,0.29611152,0.32412618
67,0.3064518,0.3216765
68,0.2561856,0.29276162
69,0.28780887,0.288341
70,0.20419513,0.23306657
71,0.31478915,0.31429267
72,0.30834976,0.32538795
73,0.28552723,0.3258077
74,0.28741065,0.32662433
75,0.2542478,0.3061465
76,0.2849758,0.3089834
77,0.28200817,0.32190883
78,0.2967953,0.3142153
79,0.32131705,0.31892252
80,0.32709908,0.3202694
81,0.31688204,0.32345283
82,0.29241094,0.31954873
83,0.32368287,0.3205887
84,0.25363645,0.27815324
85,0.18335846,0.18696107
86,0.22979444,0.24865215
87,0.1940944,0.21862404
88,0.20054269,0.24360092
89,0.25967705,0.29895324
90,0.2538266,0.2592283
91,0.2682806,0.31100786
92,0.2862378,0.31551677
93,0.289191,0.31969398
94,0.27352655,0.30993426
95,0.28501913,0.32029575
96,0.3144936,0.30546355
97,0.31463313,0.31675667
98,0.27709568,0.24740626
99,0.19682062,0.17921822
100,0.1856535,0.19140397
101,0.21264593,0.21138395
102,0.19704889,0.21844845
103,0.254716,0.32386905
104,0.29386815,0.3212821
105,0.24995567,0.2507335
106,0.28510824,0.3196602
107,0.2921094,0.30632728
108,0.289327,0.3075766
109,0.2434776,0.28876913
110,0.23435982,0.26839578
111,0.2580251,0.2812109
112,0.24826302,0.277834
113,0.20438483,0.17760797
114,0.15072487,0.17158668
115,0.23169553,0.22173564
116,0.24302989,0.27037126
117,0.27163705,0.27346313
118,0.27585554,0.32249033
119,0.29105237,0.32569432
120,0.26890293,0.3006885
121,0.24361815,0.27544266
122,0.2374253,0.28417438
123,0.20095989,0.28207755
124,0.18331979,0.31057358
125,0.21385515,0.26377666
126,0.17702378,0.16913195
127,0.18576531,0.19442837
128,0.17709789,0.19519196
129,0.17758925,0.18470411
130,0.19348691,0.22890298
131,0.23201017,0.27301592
132,0.20944302,0.24924158
133,0.19841324,0.2830726
134,0.20854215,0.25010747
135,0.2934811,0.31266087
136,0.2783069,0.30071032
137,0.21422298,0.19782673
138,0.1872292,0.27378738
139,0.2449916,0.31421715
140,0.2678752,0.30098474
141,0.22821885,0.26598483
142,0.18820193,0.18279754
143,0.23908985,0.2391973
144,0.23965423,0.25172406
145,0.2250006,0.25670463
146,0.20042117,0.24607842
147,0.23153593,0.25801754
148,0.23488773,0.21960787
149,0.21173777,0.24592592
150,0.24514467,0.31022137
151,0.24895895,0.3148635
152,0.3060666,0.31968057
153,0.29321268,0.30766815
154,0.25038844,0.2953074
155,0.2615883,0.30435735
156,0.2621869,0.27587873
157,0.23659116,0.2467482
158,0.2506816,0.30125833
159,0.2573011,0.32314205
160,0.2855307,0.30980527
161,0.29183057,0.30880368
162,0.27023515,0.31839013
163,0.2563052,0.30689204
164,0.2559542,0.31887662
165,0.26252842,0.30975807
166,0.24546099,0.31627953
167,0.25222918,0.31044328
168,0.2709573,0.31496572
169,0.2774797,0.32067013
170,0.2862982,0.31166917
171,0.26079923,0.2588998
172,0.2911028,0.3174783
173,0.3128841,0.32071573
174,0.3185823,0.3141086
175,0.3133002,0.31257212
176,0.31158227,0.31890488
177,0.3217646,0.32381523
178,0.29072532,0.31890976
179,0.26519158,0.3181938
180,0.3154659,0.31623274
181,0.298306,0.3180008
182,0.29925883,0.31523377
183,0.30035514,0.31579286
184,0.2935331,0.31544006
185,0.269184,0.30080116
186,0.22841443,0.2488371
187,0.28282058,0.3146485
188,0.27479184,0.31926447
189,0.30187124,0.29988742
190,0.3390575,0.31737888
191,0.30545607,0.32331365
192,0.29837912,0.32277286
193,0.28232044,0.28802365
194,0.24818854,0.26533633
195,0.29137138,0.31420195
196,0.28011435,0.31694627
197,0.29197052,0.31644642
198,0.3160836,0.3193472
199,0.29963648,0.31252158
200,0.26269004,0.28664398
201,0.28614455,0.28593034
202,0.28537256,0.3192423
203,0.28332844,0.3230241
204,0.28032345,0.32354748
205,0.29874524,0.32440197
206,0.32399172,0.32342732
207,0.31087413,0.32046938
208,0.32164523,0.3199526
209,0.26003274,0.2892171
210,0.30540588,0.3123169
211,0.3152018,0.31697428
212,0.30066022,0.31602776
213,0.27821696,0.31533873
214,0.26483145,0.30336243
215,0.25607753,0.29357004
216,0.2687197,0.3028921
217,0.28800288,0.31843293
218,0.30384418,0.31965184
219,0.3053956,0.32408655
220,0.31846306,0.3215648
221,0.30947185,0.3167705
222,0.31547713,0.31840527
223,0.30270952,0.32138592
224,0.25417948,0.30624992
225,0.28196445,0.31725812
226,0.28338245,0.31593674
227,0.31897396,0.3171087
228,0.29483354,0.3070774
229,0.28505325,0.30924916
230,0.29103732,0.31498086
231,0.27440587,0.301691
232,0.29323,0.31304127
233,0.28421584,0.30923098
234,0.27436012,0.31304324
235,0.27982783,0.3097788
236,0.28172177,0.31486917
237,0.30964357,0.32279825
238,0.29115984,0.32180572
239,0.28257513,0.32215458
240,0.27831045,0.3135277
241,0.26725718,0.31049877
242,0.25657427,0.31590956
243,0.24891186,0.30617237
244,0.25446418,0.31993526
245,0.2602705,0.32017165
246,0.21183671,0.31864077
247,0.23723106,0.31989408
248,0.27817574,0.32536256
249,0.2661858,0.32231635
250,0.25535166,0.30696058
251,0.25916094,0.31537807
252,0.24350283,0.32049596
253,0.27061266,0.31571305
254,0.2784123,0.31952578
255,0.27288744,0.31617773
256,0.26774824,0.31568313
257,0.2497837,0.2977277
258,0.25244933,0.3138857
259,0.25869116,0.31347185
260,0.26910153,0.3104813
261,0.23040773,0.31764644
262,0.236547,0.32511604
263,0.2602877,0.32524526
264,0.2902847,0.3269447
265,0.27668902,0.3268206
266,0.27150506,0.3255145
267,0.2561475,0.32156873
268,0.26959893,0.32206905
269,0.2693314,0.3220266
270,0.28215554,0.31668437
271,0.28080276,0.32326072
272,0.23665756,0.2947091
273,0.23043881,0.3076501
274,0.2777305,0.31509924
275,0.26624033,0.31395495
276,0.26572213,0.31189638
277,0.255546,0.32238638
278,0.26445758,0.31786966
279,0.34248605,0.32357025
280,0.29686078,0.32103503
281,0.26892108,0.3247804
282,0.28575364,0.31979603
283,0.29567724,0.3271805
284,0.27497825,0.3259074
285,0.26424912,0.3195368
286,0.27122587,0.31477988
287,0.24553594,0.2977817
288,0.2489546,0.28739375
289,0.26615083,0.3092535
290,0.26259115,0.31445074
291,0.27120012,0.31295764
292,0.26998585,0.31555247
293,0.26887265,0.31855786
294,0.28813475,0.3168143
295,0.29000658,0.32569563
296,0.3078785,0.3209039
297,0.31335765,0.32765633
298,0.3060361,0.3269801
299,0.3038317,0.3267796
300,0.26155436,0.31808937
301,0.28008938,0.31893563
302,0.2719118,0.317181
303,0.27024886,0.32334942
