,actual,predicted
0,0.30653894,0.31537345
1,0.2928649,0.3142496
2,0.27421623,0.31677493
3,0.29731032,0.31786424
4,0.31386518,0.31786388
5,0.29906526,0.31769913
6,0.30020022,0.31752712
7,0.30812535,0.31756115
8,0.27693826,0.31810498
9,0.28661206,0.31732923
10,0.26714432,0.3160372
11,0.28913313,0.31566575
12,0.3183263,0.31683055
13,0.3139608,0.31484848
14,0.2982257,0.3166245
15,0.32196447,0.31702828
16,0.26046994,0.28626335
17,0.28081658,0.317903
18,0.2929415,0.3171853
19,0.3074717,0.3172921
20,0.2946828,0.31563783
21,0.23224972,0.22872597
22,0.26175696,0.266108
23,0.25828767,0.28563482
24,0.28369436,0.31708544
25,0.282934,0.31789523
26,0.27388054,0.31621757
27,0.2729744,0.31808573
28,0.26109418,0.2538219
29,0.19122362,0.21428114
30,0.23109044,0.23296103
31,0.27887303,0.31603527
32,0.28733966,0.31809372
33,0.24339333,0.29266384
34,0.20412512,0.29682714
35,0.22174324,0.24897408
36,0.19753875,0.210996
37,0.20893276,0.23392162
38,0.21835257,0.26893935
39,0.21339522,0.2681791
40,0.27081338,0.3179889
41,0.26317894,0.31774187
42,0.27300954,0.3175584
43,0.26771817,0.29012328
44,0.27281493,0.28925258
45,0.29367855,0.3150076
46,0.29885316,0.3178053
47,0.26704407,0.31783476
48,0.29483435,0.31768566
49,0.29241243,0.31780764
50,0.30240208,0.31790155
51,0.26160824,0.3055778
52,0.28157836,0.3174838
53,0.30499935,0.31776094
54,0.30967528,0.3175562
55,0.27804673,0.2997906
56,0.29683003,0.31757683
57,0.30455458,0.3175989
58,0.2807338,0.31122148
59,0.27256012,0.31717905
60,0.2923232,0.31777102
61,0.29451165,0.31775433
62,0.30407858,0.31762895
63,0.28265646,0.31757736
64,0.2703333,0.3163102
65,0.26034084,0.31535864
66,0.25362915,0.31754923
67,0.24290413,0.31759283
68,0.25306037,0.31764975
69,0.27211556,0.31778276
70,0.25758788,0.31765842
71,0.27203164,0.31757137
72,0.27081513,0.3183254
73,0.25855553,0.31722182
74,0.2558187,0.31480363
75,0.26643842,0.315602
76,0.26471552,0.31709516
77,0.30437204,0.31638965
78,0.29393882,0.3169851
79,0.29519,0.3171593
80,0.23561826,0.29168385
81,0.26977488,0.3181798
82,0.2766106,0.31763738
83,0.2665214,0.3175054
84,0.219367,0.31589124
85,0.20625798,0.23573989
86,0.24695687,0.26821038
87,0.2614314,0.28339437
88,0.22597842,0.31489843
89,0.25199044,0.31820518
90,0.25376067,0.3160354
91,0.2357322,0.31785014
92,0.19600104,0.2626878
93,0.1713243,0.21840376
94,0.19403575,0.23795941
95,0.2610782,0.31703824
96,0.24082673,0.31790155
97,0.21741918,0.2942375
98,0.19343649,0.23300016
99,0.17080928,0.24293429
100,0.17070754,0.22206607
101,0.1895402,0.23112941
102,0.2114196,0.24575609
103,0.18196863,0.24466792
104,0.24267189,0.318596
105,0.23533127,0.31909147
106,0.24729842,0.31824338
107,0.22666967,0.29207778
108,0.23515163,0.29495248
109,0.27282146,0.31569895
110,0.29504886,0.31790158
111,0.2843081,0.3186964
112,0.2423441,0.31792596
113,0.26555148,0.318003
114,0.26262084,0.3179011
115,0.23179193,0.30476856
116,0.2561034,0.31795144
117,0.2727712,0.317697
118,0.29189643,0.31759727
119,0.27192387,0.30169088
120,0.24959646,0.31784302
121,0.25463188,0.31771338
122,0.2688243,0.31495085
123,0.25167292,0.31689608
124,0.24670611,0.3176139
125,0.25809085,0.31791955
126,0.27669448,0.31768587
127,0.30558932,0.31812993
128,0.24419054,0.31712767
129,0.23989065,0.3174279
130,0.22328937,0.31923968
131,0.2197241,0.31988764
132,0.20734698,0.31990242
133,0.20145343,0.3185948
134,0.19984318,0.31954622
135,0.19028585,0.31855693
136,0.24236566,0.3183384
137,0.22963542,0.31829804
138,0.22223029,0.31552243
139,0.23209476,0.31648847
140,0.22838017,0.31821454
141,0.20401387,0.31722218
142,0.20254822,0.31738818
143,0.1929746,0.31738856
144,0.20666775,0.28753206
145,0.2179061,0.31848663
146,0.23030566,0.3182673
147,0.24627227,0.31879604
148,0.22756982,0.28424317
149,0.17134246,0.22444063
150,0.17797916,0.27381316
151,0.18299215,0.28952765
152,0.20845956,0.30677333
153,0.2322563,0.31995082
154,0.22841412,0.31795102
155,0.21011727,0.3198662
156,0.18287963,0.22086269
157,0.13291441,0.21267638
158,0.1387518,0.21945086
159,0.19051373,0.3182677
160,0.23140302,0.31994432
161,0.19037709,0.26205266
162,0.18246585,0.22038543
163,0.16157463,0.2073718
164,0.14862008,0.20862496
165,0.1615268,0.21676055
166,0.16311565,0.23768353
167,0.13456841,0.21514317
168,0.2375469,0.3206027
169,0.25074565,0.32049486
170,0.23261277,0.3200572
171,0.21812491,0.27627274
172,0.21861838,0.29142126
173,0.23943178,0.3168225
174,0.2389641,0.31799763
175,0.23206533,0.3180622
176,0.24786605,0.32096505
177,0.24234615,0.31909028
178,0.23190135,0.3193425
179,0.21647099,0.29615417
180,0.2443708,0.3192215
181,0.26434696,0.31857508
182,0.24839447,0.31788898
183,0.21875885,0.306228
184,0.22822435,0.32022732
185,0.22824185,0.31982183
186,0.22635008,0.31637087
187,0.25278044,0.31482035
188,0.25021985,0.31958902
189,0.24480255,0.31945136
190,0.25407687,0.31832337
191,0.24902458,0.31765687
