,actual,predicted
0,0.15667754,0.17887405
1,0.2899157,0.33164793
2,0.32208362,0.3487974
3,0.30627212,0.3546315
4,0.070566684,0.10477787
5,0.21889018,0.24893293
6,0.29830116,0.32715806
7,0.30901626,0.35347125
8,0.06432222,0.10359141
9,0.22202757,0.25398362
10,0.2639617,0.2881975
11,0.26140934,0.33037058
12,0.07308475,0.104735225
13,0.16870792,0.23552072
14,0.26993957,0.31258062
15,0.28144887,0.35092625
16,0.1849209,0.187536
17,0.32121146,0.34300956
18,0.3324324,0.3578064
19,0.31834656,0.3542467
20,0.077879064,0.10477802
21,0.24716903,0.2564067
22,0.31545493,0.3366131
23,0.3162707,0.3573024
24,0.089990444,0.1039674
25,0.24848752,0.25939393
26,0.28426772,0.30031678
27,0.29811263,0.32821748
28,0.11055232,0.10483381
29,0.20069681,0.23625448
30,0.28325626,0.32240227
31,0.30236578,0.3481566
32,0.13048749,0.19009966
33,0.3307776,0.34330723
34,0.34614646,0.35548857
35,0.2923277,0.35332116
36,0.028137427,0.104949564
37,0.25615954,0.25261036
38,0.32880744,0.3341883
39,0.3389828,0.35471603
40,0.019367721,0.10491994
41,0.23223093,0.25261864
42,0.2946595,0.29995725
43,0.30817345,0.3280227
44,0.049404934,0.10739684
45,0.2062049,0.22444907
46,0.30026907,0.3147649
47,0.29069784,0.34553143
